word_1,word_2,CommaOrPeriod,gap
 a, dream.,False,0.0
 dream., It,True,1.5
 It, is,False,0.0
 is, a,False,0.0
 a, dream,False,0.0
 dream, deeply,False,0.0
 deeply, rooted,False,0.0
 rooted, in,False,0.0
 in, the,False,0.0
 the, American,False,0.0
 American, dream.,False,0.0
 dream., I,True,1.0199999999999818
 I, have,False,0.0
 have, a,False,0.0
 a, dream,False,0.0
 dream, this,False,3.6200000000000045
 this, nation,False,0.0
 nation, will,False,0.0
 will, rise,False,0.0
 rise, up,False,0.0
 up, and,False,0.0
 and, live,False,0.0
 live, out,False,0.0
 out, the,False,0.0
 the, true,False,0.0
 true, meaning,False,0.0
 meaning, of,False,0.0
 of, its,False,0.0
 its, creed.,False,0.0
 creed., We,True,1.1100000000000136
 We, hold,False,0.0
 hold, these,False,0.0
 these, truths,False,0.0
 truths, to,False,0.0
 to, be,False,0.0
 be, self,False,0.0
 self,-evident,False,0.0
-evident, that,False,0.0
 that, all,False,0.0
 all, men,False,0.0
 men, are,False,0.0
 are, created,False,0.0
 created, equal.,False,0.0
 equal., I,True,8.769999999999982
 I, have,False,0.0
 have, a,False,0.0
 a, dream,False,0.0
 dream, that,False,0.0
 that, one,False,0.0
 one, day,False,0.0
 day, on,False,0.0
 on, the,False,0.0
 the, red,False,0.0
 red, hills,False,0.0
 hills, of,False,0.0
 of," Georgia,",False,0.0
" Georgia,", the,True,1.0599999999999454
 the, sons,False,0.0
 sons, of,False,0.0
 of, former,False,0.0
 former, slaves,False,0.0
 slaves, and,False,0.0
 and, the,False,0.0
 the, sons,False,0.0
 sons, of,False,0.0
 of, former,False,0.0
 former, slave,False,0.0
 slave, owners,False,0.0
 owners, will,False,0.0
 will, be,False,0.0
 be, able,False,0.0
 able, to,False,0.0
 to, sit,False,0.0
 sit, down,False,0.0
 together, at,False,0.0
 at, the,False,0.0
 the, table,False,0.0
 table, of,False,0.0
 of, brotherhood.,False,0.0
 brotherhood., I,True,0.18000000000006366
 I, have,False,0.0
 have, a,False,0.0
 a, dream,False,0.0
 dream, that,False,0.0
 that, one,False,0.0
 one, day,False,0.0
 day, even,False,0.0
 even, the,False,0.0
 the, state,False,0.0
 state, of,False,0.0
 of," Mississippi,",False,0.0
" Mississippi,", a,True,0.12000000000000455
 a, state,False,0.0
 state, sweltering,False,0.0
 sweltering, with,False,0.0
 with, the,False,0.0
 the, heat,False,0.0
 heat, of,False,0.0
 of," injustice,",False,0.0
" injustice,", sweltering,True,2.17999999999995
 sweltering, with,False,0.0
 with, the,False,0.0
 the, heat,False,0.0
 heat, of,False,0.0
 of," oppression,",False,0.0
" oppression,", will,True,1.0
 will, be,False,0.0
 be, transformed,False,0.0
 transformed, into,False,0.0
 into, an,False,0.0
 an, organization,False,0.0
 organization, that,False,0.020000000000095497
 that, will,False,0.0
 will, be,False,0.0
 be, the,False,0.0
 the, oasis,False,0.0
 oasis, of,False,0.0
 of, freedom,False,0.0
 freedom, and,False,0.0
 and, justice.,False,0.0
 justice., I,True,0.18000000000006366
 I, have,False,0.0
 have, a,False,0.0
 a, dream,False,0.0
 dream, that,False,0.0
 that, my,False,0.0
 my, four,False,0.0
 four, little,False,0.0
 little, children,False,0.0
 children, will,False,1.4600000000000364
 will, one,False,0.0
 one, day,False,0.0
 day, live,False,0.0
 live, in,False,0.0
 in, a,False,0.0
 a, nation,False,0.0
 nation, where,False,0.0
 where, they,False,0.0
 they, will,False,0.0
 will, not,False,0.0
 not, be,False,0.0
 be, judged,False,0.0
 judged, by,False,0.0
 by, the,False,0.0
 the, color,False,0.0
 color, of,False,0.0
 of, their,False,0.0
 their, skin,False,0.0
 skin, but,False,0.0
 but, by,False,0.0
 by, the,False,0.0
 the, content,False,0.0
 content, of,False,0.0
 of, their,False,0.0
 their, character.,False,0.0
 character., I,True,0.20000000000004547
 I, have,False,0.0
 have, a,False,0.0
 a, dream,False,0.0
 dream, today.,False,0.0
 today., I,True,9.020000000000095
 I, have,False,0.0
 have, a,False,0.0
 a, dream.,False,0.0
 dream., I,True,0.020000000000095497
 I, have,False,0.0
 have, a,False,0.0
 a, dream.,False,0.0
 dream., I,True,0.020000000000095497
 I, have,False,0.0
 have, a,False,0.0
 a, dream,False,0.0
 dream, that,False,0.0
 that, one,False,0.0
 one, day,False,0.0
 day, down,False,0.0
 down, in,False,0.0
 in, Alabama,False,0.0
 Alabama, with,False,0.0
 with, its,False,0.0
 its, vicious,False,0.0
 vicious," racists,",False,0.0
" racists,", with,True,0.01999999999998181
 its, governor,False,0.0
 governor, having,False,0.0
 having, his,False,0.0
 his, lips,False,0.0
 lips, dripping,False,0.0
 dripping, with,False,0.0
 with, the,False,0.0
 the, words,False,0.0
 words, of,False,0.0
 of, interposition,False,0.0
 interposition, and,False,0.0
 and," nullification,",False,0.0
" nullification,", one,True,0.4399999999999409
 one, day,False,0.0
 day, right,False,0.0
 right, there,False,0.0
 there, in,False,0.0
 in, Alabama,False,0.0
 Alabama, little,False,0.0
 little, black,False,0.0
 black, boys,False,0.0
 boys, and,False,0.0
 and, black,False,0.0
 black, girls,False,0.0
 girls, will,False,0.0
 will, be,False,0.0
 be, able,False,0.0
 able, to,False,0.0
 to, join,False,0.0
 join, hands,False,0.0
 hands, with,False,0.0
 with, little,False,0.0
 little, white,False,0.0
 white, boys,False,0.0
 boys, and,False,0.0
 and, white,False,0.0
 white, girls,False,0.0
 girls, as,False,0.0
 as, sisters,False,0.0
 sisters, and,False,0.0
 and, brothers.,False,0.0
 brothers., I,True,0.12000000000000455
 I, have,False,0.0
 have, a,False,0.0
 a, dream,False,0.0
 dream, today.,False,0.0
 today., I,True,7.399999999999977
 I, have,False,0.0
 have, a,False,0.0
 a, dream,False,0.0
 dream, that,False,0.0
 that, one,False,0.0
 one, day,False,0.0
 day, every,False,0.0
 every, valley,False,0.0
 valley, shall,False,0.0
 shall, be,False,0.0
 be, exalted,False,0.0
 exalted, and,False,0.0
 and, every,False,0.0
 every, hill,False,0.0
 hill, and,False,0.0
 and, mountain,False,0.0
 mountain, shall,False,0.0
 shall, be,False,0.0
 be, made,False,0.0
 made, low.,False,0.0
 low., The,True,0.06000000000005912
 The, rough,False,0.0
 rough, places,False,0.0
 places, will,False,0.0
 will, be,False,0.0
 be, made,False,0.0
 made, plain,False,0.0
 plain, and,False,0.0
 and, the,False,0.0
 the, crooked,False,0.0
 crooked, places,False,0.0
 places, will,False,0.0
 will, be,False,0.0
 be, made,False,0.0
 made, straight,False,0.0
 straight, and,False,0.0
 and, the,False,0.0
 the, glory,False,0.0
 glory, of,False,0.0
 of, the,False,0.0
 the, Lord,False,0.0
 Lord, shall,False,0.0
 shall, be,False,0.0
 be, revealed,False,0.0
 revealed, and,False,0.0
 and, all,False,0.0
 all, flesh,False,0.0
 flesh, shall,False,0.0
 shall, see,False,0.0
 see, it,False,0.0
 it, together.,False,0.0
 together., This,True,0.4599999999999227
 This, is,False,0.0
 is, our,False,0.0
 our, hope.,False,0.0
 hope., This,True,0.4600000000000364
 This, is,False,0.0
 is, the,False,0.0
 the, faith,False,0.0
 faith, that,False,0.0
 that, I,False,0.0
 I, go,False,0.0
 go, back,False,0.0
 back, to,False,0.0
 to, the,False,0.0
 the, south,False,0.0
 south, with.,False,0.0
 with., With,True,0.0
 With, this,False,0.0
 this," faith,",False,0.0
" faith,", we,True,0.2400000000000091
 we, will,False,0.0
 will, be,False,0.0
 be, able,False,0.0
 able, to,False,0.0
 to, hew,False,0.0
 hew, out,False,0.0
 out, of,False,0.0
 of, the,False,0.0
 the, mountain,False,0.0
 mountain, of,False,0.0
 of, despair,False,0.0
 despair, a,False,0.0
 a, stone,False,0.0
 stone, of,False,0.0
 of, hope.,False,0.0
 hope., With,True,0.5399999999999636
 With, this,False,0.0
 this," faith,",False,0.0
" faith,", we,True,0.2399999999998954
 we, will,False,0.0
 will, be,False,0.0
 able, to,False,0.0
 to, transform,False,0.0
 transform, the,False,0.0
 the, jangling,False,0.0
 jangling, discords,False,0.0
 discords, of,False,0.0
 of, our,False,0.0
 our, nation,False,0.0
 nation, into,False,0.0
 into, a,False,0.0
 a, beautiful,False,0.0
 beautiful, symphony,False,0.0
 symphony, of,False,0.0
 of, brotherhood.,False,0.0
 brotherhood., With,True,0.2399999999998954
 With, this,False,0.0
 this," faith,",False,0.0
" faith,", we,True,0.2599999999999909
 we, will,False,0.0
 will, be,False,0.0
 be, able,False,0.0
 able, to,False,0.0
 to, work,False,0.0
 work," together,",False,0.0
" together,", to,True,0.07999999999992724
 to, pray,False,0.0
 pray," together,",False,0.0
" together,", to,True,0.2399999999998954
 to, struggle,False,0.0
 struggle," together,",False,0.0
" together,", to,True,0.2999999999999545
 to, go,False,0.0
 go, to,False,0.0
 to, jail,False,0.0
 jail," together,",False,0.0
" together,", to,True,0.2799999999999727
 to, stand,False,0.0
 stand, up,False,0.0
 up, for,False,0.0
 for, freedom,False,0.0
 freedom," together,",False,0.0
" together,", knowing,True,0.2199999999999136
 knowing, that,False,0.0
 that, we,False,0.0
 we, will,False,0.0
 will, be,False,0.0
 be, free.,False,0.0
 free., One,True,0.16000000000008185
 One," day,",False,0.0
" day,", this,True,0.12000000000000455
 this, will,False,0.0
 will, be,False,0.0
 be, the,False,0.0
 the," day,",False,0.0
" day,", this,True,1.5599999999999454
 this, will,False,0.0
 will, be,False,0.0
 be, the,False,0.0
 the, day,False,0.0
 day, when,False,0.0
 when, all,False,0.0
 all, of,False,0.0
 of, God's,False,0.0
 God's, children,False,0.0
 children, will,False,0.0
 will, be,False,0.0
 be, able,False,0.0
 able, to,False,0.0
 to, sing,False,0.0
 sing, with,False,0.0
 with, new,False,0.0
 new, meaning,False,0.0
 meaning, my,False,0.0
 my, country,False,0.0
 country, tears,False,0.0
 tears, of,False,0.0
 of, thee.,False,0.0
 thee., Sweet,True,0.7800000000000864
 Sweet, land,False,0.0
 land, of,False,0.0
 of, liberty,False,0.0
 liberty, of,False,0.0
 of, thee,False,0.0
 thee, I,False,0.0
 I, sing.,False,0.0
 sing., Land,True,0.9800000000000182
 Land, where,False,0.0
 where, my,False,0.0
 my, fathers,False,0.0
 fathers," died,",False,0.0
" died,", land,True,0.17999999999994998
 land, of,False,0.0
 of, the,False,0.0
 the, pilgrims',False,0.0
 pilgrims', pride.,False,0.0
 pride., From,True,0.6600000000000819
 From, every,False,0.0
 every," mountainside,",False,0.0
" mountainside,", let,True,0.2599999999999909
 let, freedom,False,0.0
 freedom, ring,False,0.0
 ring, and,False,0.0
 and, if,False,0.0
 if, America,False,0.0
 America, is,False,0.0
 is, to,False,0.0
 to, be,False,0.0
 be, a,False,0.0
 a, great,False,0.0
 great," nation,",False,0.0
" nation,", this,True,0.13999999999998636
 this, must,False,0.0
 must, be,False,0.0
 be, the,False,0.0
 the, day.,False,0.0
 day., This,True,0.0
 This, must,False,0.0
 must, become,False,0.0
 become, true.,False,0.0
 true., And,True,0.2599999999999909
 And, so,False,0.0
 so, let,False,0.0
 let, freedom,False,0.0
 freedom, ring,False,0.0
 ring, from,False,0.5200000000000955
 from, the,False,0.0
 the, prodigious,False,0.0
 prodigious, hilltops,False,0.0
 hilltops, of,False,0.0
 of, New,False,0.0
 New, Hampshire.,False,0.0
 Hampshire., Let,True,0.32000000000005
 Let, freedom,False,0.0
 freedom, ring,False,0.0
 ring, from,False,0.7000000000000455
 from, the,False,0.0
 the, mighty,False,0.0
 mighty, mountains,False,0.0
 mountains, of,False,0.0
 New, York.,False,0.0
 York., Let,True,0.7000000000000455
 Let, freedom,False,0.0
 freedom, ring,False,0.0
 ring, from,False,0.0
 from, the,False,0.0
 the, heightening,False,0.0
 heightening, Alleghenies,False,0.0
 Alleghenies, of,False,0.0
 of, Pennsylvania.,False,0.0
 Pennsylvania., Let,True,0.7400000000000091
 Let, freedom,False,0.0
 freedom, ring,False,0.0
 ring, from,False,0.0
 from, the,False,0.0
 the, snow,False,0.0
 snow,-capped,False,0.0
-capped, Rockies,False,0.0
 Rockies, of,False,0.0
 of, Colorado.,False,0.0
 Colorado., Let,True,1.1200000000000045
 Let, freedom,False,0.0
 freedom, ring,False,0.0
 ring, from,False,0.0
 from, the,False,0.0
 the, curvaceous,False,0.0
 curvaceous, slopes,False,0.0
 slopes, of,False,0.0
 of, California.,False,0.0
 California., But,True,0.4399999999999409
 But, not,False,0.0
 not, only,False,0.0
 only," that,",False,0.0
" that,", let,True,0.8400000000000318
 let, freedom,False,0.0
 freedom, ring,False,0.0
 ring, from,False,0.0
 from, snowcapped,False,0.0
 snowcapped, Rockies,False,0.0
 Rockies, of,False,0.0
 of, Colorado.,False,0.0
 Colorado., Let,True,0.020000000000095497
 Let, freedom,False,0.0
 freedom, ring,False,0.0
 ring, from,False,0.0
 from, the,False,0.0
 the, stone,False,0.0
 stone, mountain,False,0.0
 mountain, of,False,0.0
 of, Georgia.,False,0.0
 Georgia., Let,True,1.0
 Let, freedom,False,0.0
 freedom, ring,False,0.0
 ring, from,False,0.0
 from, Lookout,False,0.0
 Lookout, Mountain,False,0.0
 Mountain, of,False,0.0
 of, Tennessee.,False,0.0
 Tennessee., Let,True,0.7000000000000455
 Let, freedom,False,0.0
 freedom, ring,False,0.0
 ring, from,False,0.0
 from, every,False,0.0
 every, hill,False,0.0
 hill, and,False,0.0
 and, mole,False,0.0
 mole, hill,False,0.0
 hill, of,False,0.0
 of, Mississippi.,False,0.0
 Mississippi., From,True,0.34000000000003183
 From, every,False,0.0
 every," mountainside,",False,0.0
" mountainside,", let,True,0.31999999999993634
 let, freedom,False,0.0
 freedom, ring.,False,0.0
 ring., And,True,0.2599999999999909
 And, when,False,0.0
 when, this,False,0.0
 this," happens,",False,0.0
" happens,", when,True,3.159999999999968
 when, we,False,0.0
 we, allow,False,0.0
 allow, freedom,False,0.0
 freedom, to,False,0.0
 to," ring,",False,0.0
" ring,", when,True,1.2000000000000455
 when, we,False,0.0
 we, let,False,0.0
 let, it,False,0.0
 it, ring,False,0.0
 ring, from,False,0.0
 from, every,False,0.0
 every, village,False,0.0
 village, and,False,0.0
 and, every,False,0.0
 every," hamlet,",False,0.0
" hamlet,", from,True,0.10000000000002274
 from, every,False,0.0
 every," state,",False,0.0
" state,", and,True,0.0
 and, every,False,0.0
 every," state,",False,0.0
" state,", and,True,0.020000000000095497
 and, every,False,0.0
 every," city,",False,0.0
" city,", we,True,0.8600000000000136
 we, will,False,0.0
 will, be,False,0.0
 be, able,False,0.0
 able, to,False,0.0
 to, speed,False,0.0
 speed, up,False,0.0
 up, that,False,0.0
 that, day,False,0.0
 day, when,False,0.0
 when, all,False,0.0
 all, of,False,0.0
 of, God's,False,0.0
 God's," children,",False,0.0
" children,", black,True,0.2599999999999909
 black, men,False,0.0
 men, and,False,0.0
 and, white,False,0.0
 white," men,",False,0.0
" men,", Jews,True,0.17999999999994998
 Jews, and,False,0.0
 and," Gentiles,",False,0.0
" Gentiles,", Protestants,True,0.0
 and," Catholics,",False,0.0
" Catholics,", will,True,0.20000000000004547
 will, be,False,0.0
 be, able,False,0.0
 able, to,False,0.0
 to, join,False,0.0
 join, hands,False,0.0
 hands, and,False,0.0
 and, sing,False,0.0
 sing, in,False,0.0
 in, the,False,0.0
 the, words,False,0.0
 words, of,False,0.0
 of, the,False,0.0
 the, old,False,0.0
 old, Negro,False,0.0
 Negro," spiritual,",False,0.0
" spiritual,", Free,True,0.37999999999999545
 Free, at,False,0.0
 at," last,",False,0.0
" last,", free,True,0.22000000000002728
 free, at,False,0.0
 at," last,",False,0.0
" last,", thank,True,0.04000000000007731
 thank, God,False,0.0
 God," Almighty,",False,0.0
" Almighty,", we,True,0.32000000000005
 we, are,False,0.0
 are, free,False,0.0
 free, at,False,0.0
 at, last.,False,0.0
 last., So,True,8.779999999999973
 So, the,False,0.0
 the, world,False,0.0
 world, willimmt,False,0.0
 willimmt, Go,False,0.0
 Go, in,False,0.0
 in, peace,False,0.0
 peace, Dear,False,0.0
 Dear," King,",False,0.0
